placard_type,hazmat_class_railstate,hazmat_class_cfr,hazmat_name_cfr,hazmat_name_census,in_railstate,in_cfr,in_census,count_placard_type_railstate
UN3028,NA,8,"Batteries, dry, containing potassium hydroxide solid, electric storage","Batteries, dry, containing potassium hydroxide solid, electric storage",FALSE,TRUE,TRUE,NA
UN2797,NA,8,"Battery fluid, alkali","Battery fluid, alkali",FALSE,TRUE,TRUE,NA
UN2225,NA,8,Benzene sulfonyl chloride,Benzene sulfonyl chloride,FALSE,TRUE,TRUE,NA
UN2224,NA,6.1,Benzonitrile,Benzonitrile,FALSE,TRUE,TRUE,NA
UN2226,NA,8,Benzotrichloride,Benzotrichloride,FALSE,TRUE,TRUE,NA
UN1736,NA,8,Benzoyl chloride,Benzoyl chloride,FALSE,TRUE,TRUE,NA
UN1737,NA,6.1,Benzyl bromide,Benzyl bromide,FALSE,TRUE,TRUE,NA
UN2619,NA,8,Benzyldimethylamine,Benzyldimethylamine,FALSE,TRUE,TRUE,NA
UN1566,NA,6.1,"Beryllium compounds, n.o.s","Beryllium compounds, n.o.s",FALSE,TRUE,TRUE,NA
UN2464,NA,5.1,Beryllium nitrate,Beryllium nitrate,FALSE,TRUE,TRUE,NA
UN3373,NA,6.2,"Biological substance, Category B","Biological substance, Category B",FALSE,TRUE,TRUE,NA
UN2782,NA,3,"Bipyridilium pesticides, liquid, flammable, toxic, flash point less than 23 degrees C","Bipyridilium pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",FALSE,TRUE,TRUE,NA
UN3016,NA,6.1,"Bipyridilium pesticides, liquid, toxic","Bipyridilium pesticides, liquid, toxic",FALSE,TRUE,TRUE,NA
UN2837,NA,8,"Bisulfate, aqueous solution","Bisulfate, aqueous solution",FALSE,TRUE,TRUE,NA
UN0027,NA,1.1D,"Black powder or Gunpowder, granular or as a meal","Black powder or Gunpowder, granular or as a meal #OR# Black powder for small arms",FALSE,TRUE,TRUE,NA
UN0028,NA,1.1D,"Black powder, compressed or Gunpowder, compressed or Black powder, in pellets or Gunpowder, in pellets","Black powder, compressed or Gunpowder, compressed or Black powder, in pellets or Gunpowder, in pellets",FALSE,TRUE,TRUE,NA
UN0399,NA,1.1J,"Bombs with flammable liquid, with bursting charge","Bombs with flammable liquid, with bursting charge",FALSE,TRUE,TRUE,NA
UN0400,NA,1.2J,"Bombs with flammable liquid, with bursting charge","Bombs with flammable liquid, with bursting charge",FALSE,TRUE,TRUE,NA
UN0037,NA,1.1F,"Bombs, photo-flash","Bombs, photo-flash",FALSE,TRUE,TRUE,NA
UN0038,NA,1.1D,"Bombs, photo-flash","Bombs, photo-flash",FALSE,TRUE,TRUE,NA
UN0039,NA,1.2G,"Bombs, photo-flash","Bombs, photo-flash",FALSE,TRUE,TRUE,NA
UN0299,NA,1.3G,"Bombs, photo-flash","Bombs, photo-flash",FALSE,TRUE,TRUE,NA
UN0033,NA,1.1F,"Bombs, with bursting charge","Bombs, with bursting charge",FALSE,TRUE,TRUE,NA
UN0034,NA,1.1D,"Bombs, with bursting charge","Bombs, with bursting charge",FALSE,TRUE,TRUE,NA
UN0225,NA,1.1B,Boosters with detonator,Boosters with detonator,FALSE,TRUE,TRUE,NA
UN0042,NA,1.1D,"Boosters, without detonator","Boosters, without detonator",FALSE,TRUE,TRUE,NA
UN0283,NA,1.2D,"Boosters, without detonator","Boosters, without detonator",FALSE,TRUE,TRUE,NA
UN2692,NA,8,Boron tribromide,Boron tribromide,FALSE,TRUE,TRUE,NA
UN1742,NA,8,"Boron trifluoride acetic acid complex, liquid","Boron trifluoride acetic acid complex, liquid",FALSE,TRUE,TRUE,NA
UN2604,NA,8,Boron trifluoride diethyl etherate,Boron trifluoride diethyl etherate,FALSE,TRUE,TRUE,NA
UN2965,NA,4.3,Boron trifluoride dimethyl etherate,Boron trifluoride dimethyl etherate,FALSE,TRUE,TRUE,NA
UN1743,NA,8,"Boron trifluoride propionic acid complex, liquid","Boron trifluoride propionic acid complex, liquid",FALSE,TRUE,TRUE,NA
UN3519,NA,2.3,"Boron trifluoride, adsorbed","Boron trifluoride, adsorbed",FALSE,TRUE,TRUE,NA
UN3213,NA,5.1,"Bromates, inorganic, aqueous solution, n.o.s","Bromates, inorganic, aqueous solution, n.o.s",FALSE,TRUE,TRUE,NA
UN1744,NA,8,Bromine #OR# Bromine solutions,Bromine #OR# Bromine solutions,FALSE,TRUE,TRUE,NA
UN1746,NA,5.1,Bromine trifluoride,Bromine trifluoride,FALSE,TRUE,TRUE,NA
UN1694,NA,6.1,"Bromobenzyl cyanides, liquid","Bromobenzyl cyanides, liquid",FALSE,TRUE,TRUE,NA
UN3449,NA,6.1,"Bromobenzyl cyanides, solid","Bromobenzyl cyanides, solid",FALSE,TRUE,TRUE,NA
UN2515,NA,6.1,Bromoform,Bromoform,FALSE,TRUE,TRUE,NA
UN1570,NA,6.1,Brucine,Brucine,FALSE,TRUE,TRUE,NA
UN0043,NA,1.1D,"Bursters, explosive","Bursters, explosive",FALSE,TRUE,TRUE,NA
UN2352,NA,3,"Butyl vinyl ether, stabilized","Butyl vinyl ether, stabilized",FALSE,TRUE,TRUE,NA
UN2840,NA,3,Butyraldoxime,Butyraldoxime,FALSE,TRUE,TRUE,NA
UN2820,NA,8,Butyric acid,Butyric acid,FALSE,TRUE,TRUE,NA
UN2353,NA,3,Butyryl chloride,Butyryl chloride,FALSE,TRUE,TRUE,NA
UN2570,NA,6.1,Cadmium compounds,Cadmium compounds,FALSE,TRUE,TRUE,NA
UN2682,NA,8,Caesium hydroxide,Caesium hydroxide,FALSE,TRUE,TRUE,NA
UN2681,NA,8,Caesium hydroxide solution,Caesium hydroxide solution,FALSE,TRUE,TRUE,NA
UN1452,NA,5.1,Calcium chlorate,Calcium chlorate,FALSE,TRUE,TRUE,NA
UN1453,NA,5.1,Calcium chlorite,Calcium chlorite,FALSE,TRUE,TRUE,NA
UN3486,NA,5.1,"Calcium hypochlorite mixture, dry, corrosive with more than 10% but not more than 39% available chlorine","Calcium hypochlorite mixture, dry, corrosive with more than 10% but not more than 39% available chlorine",FALSE,TRUE,TRUE,NA
UN2208,NA,5.1,"Calcium hypochlorite mixture, dry, with more than 10% but not more than 39% available chlorine","Calcium hypochlorite mixture, dry, with more than 10% but not more than 39% available chlorine",FALSE,TRUE,TRUE,NA
UN1748,NA,5.1,"Calcium hypochlorite, dry or Calcium hypochlorite mixture dry with more than 39% available chlorine (8.8% available oxygen)","Calcium hypochlorite, dry or Calcium hypochlorite mixture dry with more than 39% available chlorine (8.8% available oxygen)",FALSE,TRUE,TRUE,NA
UN2880,NA,5.1,"Calcium hypochlorite, hydrated or Calcium hypochlorite, hydrated mixture, with not less than 5.5% but not more than 16% water","Calcium hypochlorite, hydrated or Calcium hypochlorite, hydrated mixture, with not less than 5.5% but not more than 16% water",FALSE,TRUE,TRUE,NA
UN3487,NA,5.1,"Calcium hypochlorite, hydrated, corrosive or Calcium hypochlorite, hydrated mixture, corrosive with not less than 5.5% but not more than 16% water","Calcium hypochlorite, hydrated, corrosive or Calcium hypochlorite, hydrated mixture, corrosive with not less than 5.5% but not more than 16% water",FALSE,TRUE,TRUE,NA
UN2844,NA,4.3,Calcium manganese silicon,Calcium manganese silicon,FALSE,TRUE,TRUE,NA
UN1454,NA,5.1,Calcium nitrate,Calcium nitrate,FALSE,TRUE,TRUE,NA
UN1456,NA,5.1,Calcium permanganate,Calcium permanganate,FALSE,TRUE,TRUE,NA
UN1855,NA,4.2,"Calcium, pyrophoric or Calcium alloys, pyrophoric","Calcium, pyrophoric or Calcium alloys, pyrophoric",FALSE,TRUE,TRUE,NA
UN2717,NA,4.1,"Camphor, synthetic","Camphor, synthetic",FALSE,TRUE,TRUE,NA
UN3508,NA,9,"Capacitor, asymmetric with an energy storage capacity greater than 0.3 Wh","Capacitor, asymmetric with an energy storage capacity greater than 0.3 Wh",FALSE,TRUE,TRUE,NA
UN3499,NA,9,"Capacitor, electric double layer with an energy storage capacity greater than 0.3 Wh","Capacitor, electric double layer with an energy storage capacity greater than 0.3 Wh",FALSE,TRUE,TRUE,NA
UN2829,NA,8,Caproic acid,Caproic acid,FALSE,TRUE,TRUE,NA
UN2758,NA,3,"Carbamate pesticides, liquid, flammable, toxic, flash point less than 23 degrees C","Carbamate pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",FALSE,TRUE,TRUE,NA
UN2992,NA,6.1,"Carbamate pesticides, liquid, toxic","Carbamate pesticides, liquid, toxic",FALSE,TRUE,TRUE,NA
UN2991,NA,6.1,"Carbamate pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C","Carbamate pesticides, liquid, toxic, flammable, flash point not less than 23 degrees C",FALSE,TRUE,TRUE,NA
UN1845,NA,9,"Carbon dioxide, solid or Dry ice","Carbon dioxide, solid or Dry ice",FALSE,TRUE,TRUE,NA
UN1846,NA,6.1,Carbon tetrachloride,Carbon tetrachloride,FALSE,TRUE,TRUE,NA
UN2417,NA,2.3,Carbonyl fluoride,Carbonyl fluoride,FALSE,TRUE,TRUE,NA
UN2204,NA,2.3,Carbonyl sulfide,Carbonyl sulfide,FALSE,TRUE,TRUE,NA
UN0326,NA,1.1C,"Cartridges for weapons, blank","Cartridges for weapons, blank",FALSE,TRUE,TRUE,NA
UN0413,NA,1.2C,"Cartridges for weapons, blank","Cartridges for weapons, blank",FALSE,TRUE,TRUE,NA
UN0327,NA,1.3C,"Cartridges for weapons, blank or Cartridges, small arms, blank","Cartridges for weapons, blank or Cartridges, small arms, blank",FALSE,TRUE,TRUE,NA
UN0338,NA,1.4C,"Cartridges for weapons, blank or Cartridges, small arms, blank","Cartridges for weapons, blank or Cartridges, small arms, blank",FALSE,TRUE,TRUE,NA
UN0014,NA,1.4S,"Cartridges for weapons, blank or Cartridges, small arms, blank or Cartridges for tools, blank","Cartridges for weapons, blank or Cartridges, small arms, blank or Cartridges for tools, blank",FALSE,TRUE,TRUE,NA
UN0328,NA,1.2C,"Cartridges for weapons, inert projectile","Cartridges for weapons, inert projectile",FALSE,TRUE,TRUE,NA
UN0339,NA,1.4C,"Cartridges for weapons, inert projectile or Cartridges, small arms","Cartridges for weapons, inert projectile or Cartridges, small arms",FALSE,TRUE,TRUE,NA
UN0417,NA,1.3C,"Cartridges for weapons, inert projectile or Cartridges, small arms","Cartridges for weapons, inert projectile or Cartridges, small arms",FALSE,TRUE,TRUE,NA
UN0006,NA,1.1E,"Cartridges for weapons, with bursting charge","Cartridges for weapons, with bursting charge",FALSE,TRUE,TRUE,NA
UN0007,NA,1.2F,"Cartridges for weapons, with bursting charge","Cartridges for weapons, with bursting charge",FALSE,TRUE,TRUE,NA
UN0321,NA,1.2E,"Cartridges for weapons, with bursting charge","Cartridges for weapons, with bursting charge",FALSE,TRUE,TRUE,NA
UN0412,NA,1.4E,"Cartridges for weapons, with bursting charge","Cartridges for weapons, with bursting charge",FALSE,TRUE,TRUE,NA
UN0050,NA,1.3G,"Cartridges, flash","Cartridges, flash",FALSE,TRUE,TRUE,NA
UN0277,NA,1.3C,"Cartridges, oil well","Cartridges, oil well",FALSE,TRUE,TRUE,NA
UN0278,NA,1.4C,"Cartridges, oil well","Cartridges, oil well",FALSE,TRUE,TRUE,NA
UN0275,NA,1.3C,"Cartridges, power device","Cartridges, power device",FALSE,TRUE,TRUE,NA
UN0276,NA,1.4C,"Cartridges, power device","Cartridges, power device #OR# Model rocket motor",FALSE,TRUE,TRUE,NA
UN0323,NA,1.4S,"Cartridges, power device","Cartridges, power device #OR# Model rocket motor",FALSE,TRUE,TRUE,NA
UN0381,NA,1.2C,"Cartridges, power device","Cartridges, power device",FALSE,TRUE,TRUE,NA
UN0054,NA,1.3G,"Cartridges, signal","Cartridges, signal",FALSE,TRUE,TRUE,NA
UN0312,NA,1.4G,"Cartridges, signal","Cartridges, signal",FALSE,TRUE,TRUE,NA
UN0405,NA,1.4S,"Cartridges, signal","Cartridges, signal",FALSE,TRUE,TRUE,NA
UN0379,NA,1.4C,"Cases, cartridges, empty with primer","Cases, cartridges, empty with primer",FALSE,TRUE,TRUE,NA
UN0446,NA,1.4C,"Cases, combustible, empty, without primer","Cases, combustible, empty, without primer",FALSE,TRUE,TRUE,NA
UN0447,NA,1.3C,"Cases, combustible, empty, without primer","Cases, combustible, empty, without primer",FALSE,TRUE,TRUE,NA
UN0457,NA,1.1D,"Charges, bursting, plastics bonded","Charges, bursting, plastics bonded",FALSE,TRUE,TRUE,NA
UN0458,NA,1.2D,"Charges, bursting, plastics bonded","Charges, bursting, plastics bonded",FALSE,TRUE,TRUE,NA
UN0460,NA,1.4S,"Charges, bursting, plastics bonded","Charges, bursting, plastics bonded",FALSE,TRUE,TRUE,NA
UN0048,NA,1.1D,"Charges, demolition","Charges, demolition",FALSE,TRUE,TRUE,NA
UN0056,NA,1.1D,"Charges, depth","Charges, depth",FALSE,TRUE,TRUE,NA
UN0442,NA,1.1D,"Charges, explosive, commercial without detonator","Charges, explosive, commercial without detonator",FALSE,TRUE,TRUE,NA
UN0443,NA,1.2D,"Charges, explosive, commercial without detonator","Charges, explosive, commercial without detonator",FALSE,TRUE,TRUE,NA
UN0444,NA,1.4D,"Charges, explosive, commercial without detonator","Charges, explosive, commercial without detonator",FALSE,TRUE,TRUE,NA
UN0445,NA,1.4S,"Charges, explosive, commercial without detonator","Charges, explosive, commercial without detonator",FALSE,TRUE,TRUE,NA
UN0271,NA,1.1C,"Charges, propelling","Charges, propelling",FALSE,TRUE,TRUE,NA
UN0272,NA,1.3C,"Charges, propelling","Charges, propelling",FALSE,TRUE,TRUE,NA
UN0242,NA,1.3C,"Charges, propelling, for cannon","Charges, propelling, for cannon",FALSE,TRUE,TRUE,NA
UN0279,NA,1.1C,"Charges, propelling, for cannon","Charges, propelling, for cannon",FALSE,TRUE,TRUE,NA
UN0414,NA,1.2C,"Charges, propelling, for cannon","Charges, propelling, for cannon",FALSE,TRUE,TRUE,NA
UN0237,NA,1.4D,"Charges, shaped, flexible, linear","Charges, shaped, flexible, linear",FALSE,TRUE,TRUE,NA
UN0288,NA,1.1D,"Charges, shaped, flexible, linear","Charges, shaped, flexible, linear",FALSE,TRUE,TRUE,NA
UN0059,NA,1.1D,"Charges, shaped, without detonator","Charges, shaped, without detonator",FALSE,TRUE,TRUE,NA
UN0439,NA,1.2D,"Charges, shaped, without detonator","Charges, shaped, without detonator",FALSE,TRUE,TRUE,NA
UN0440,NA,1.4D,"Charges, shaped, without detonator","Charges, shaped, without detonator",FALSE,TRUE,TRUE,NA
UN0441,NA,1.4S,"Charges, shaped, without detonator","Charges, shaped, without detonator",FALSE,TRUE,TRUE,NA
UN0060,NA,1.1D,"Charges, supplementary explosive","Charges, supplementary explosive",FALSE,TRUE,TRUE,NA
UN3316,NA,9,Chemical kit #OR# First aid kit,Chemical kits #OR# First aid kits,FALSE,TRUE,TRUE,NA
UN3503,NA,2.2,"Chemical under pressure, corrosive, n.o.s","Chemical under pressure, corrosive, n.o.s",FALSE,TRUE,TRUE,NA
UN3505,NA,2.1,"Chemical under pressure, flammable, corrosive, n.o.s","Chemical under pressure, flammable, corrosive, n.o.s",FALSE,TRUE,TRUE,NA
UN3501,NA,2.1,"Chemical under pressure, flammable, n.o.s","Chemical under pressure, flammable, n.o.s",FALSE,TRUE,TRUE,NA
UN3504,NA,2.1,"Chemical under pressure, flammable, toxic, n.o.s","Chemical under pressure, flammable, toxic, n.o.s",FALSE,TRUE,TRUE,NA
UN3500,NA,2.2,"Chemical under pressure, n.o.s","Chemical under pressure, n.o.s",FALSE,TRUE,TRUE,NA
UN3502,NA,2.2,"Chemical under pressure, toxic, n.o.s","Chemical under pressure, toxic, n.o.s",FALSE,TRUE,TRUE,NA
UN1458,NA,5.1,Chlorate and borate mixtures,Chlorate and borate mixtures,FALSE,TRUE,TRUE,NA
UN1459,NA,5.1,Chlorate and magnesium chloride mixture solid,Chlorate and magnesium chloride mixture solid,FALSE,TRUE,TRUE,NA
UN3520,NA,2.3,"Chlorine, adsorbed","Chlorine, adsorbed",FALSE,TRUE,TRUE,NA
UN2668,NA,6.1,Chloroacetonitrile,Chloroacetonitrile,FALSE,TRUE,TRUE,NA
UN2233,NA,6.1,Chloroanisidines,Chloroanisidines,FALSE,TRUE,TRUE,NA
UN2234,NA,3,Chlorobenzotrifluorides,Chlorobenzotrifluorides,FALSE,TRUE,TRUE,NA
UN3427,NA,6.1,"Chlorobenzyl chlorides, solid","Chlorobenzyl chlorides, solid",FALSE,TRUE,TRUE,NA
UN2669,NA,6.1,Chlorocresols solution,Chlorocresols solution,FALSE,TRUE,TRUE,NA
UN3437,NA,6.1,"Chlorocresols, solid","Chlorocresols, solid",FALSE,TRUE,TRUE,NA
UN1577,NA,6.1,"Chlorodinitrobenzenes, liquid.","Chlorodinitrobenzenes, liquid.",FALSE,TRUE,TRUE,NA
UN3441,NA,6.1,"Chlorodinitrobenzenes, solid","Chlorodinitrobenzenes, solid",FALSE,TRUE,TRUE,NA
UN2742,NA,6.1,"Chloroformates, toxic, corrosive, flammable, n.o.s","Chloroformates, toxic, corrosive, flammable, n.o.s.",FALSE,TRUE,TRUE,NA
UN3277,NA,6.1,"Chloroformates, toxic, corrosive, n.o.s","Chloroformates, toxic, corrosive, n.o.s.",FALSE,TRUE,TRUE,NA
UN2745,NA,6.1,Chloromethyl chloroformate,Chloromethyl chloroformate,FALSE,TRUE,TRUE,NA
UN2354,NA,3,Chloromethyl ethyl ether,Chloromethyl ethyl ether,FALSE,TRUE,TRUE,NA
UN3409,NA,6.1,"Chloronitrobenzenes, liquid","Chloronitrobenzenes, liquid",FALSE,TRUE,TRUE,NA
UN2433,NA,6.1,"Chloronitrotoluenes, liquid","Chloronitrotoluenes, liquid",FALSE,TRUE,TRUE,NA
UN2904,NA,8,"Chlorophenolates, liquid or Phenolates, liquid","Chlorophenolates, liquid or Phenolates, liquid",FALSE,TRUE,TRUE,NA
UN1583,NA,6.1,"Chloropicrin mixtures, n.o.s","Chloropicrin mixtures, n.o.s",FALSE,TRUE,TRUE,NA
UN2507,NA,8,"Chloroplatinic acid, solid","Chloroplatinic acid, solid",FALSE,TRUE,TRUE,NA
UN2986,NA,8,"Chlorosilanes, corrosive, flammable, n.o.s","Chlorosilanes, corrosive, flammable, n.o.s",FALSE,TRUE,TRUE,NA
UN2985,NA,3,"Chlorosilanes, flammable, corrosive, n.o.s","Chlorosilanes, flammable, corrosive, n.o.s",FALSE,TRUE,TRUE,NA
UN3362,NA,6.1,"Chlorosilanes, toxic, corrosive, flammable, n.o.s","Chlorosilanes, toxic, corrosive, flammable, n.o.s",FALSE,TRUE,TRUE,NA
UN3361,NA,6.1,"Chlorosilanes, toxic, corrosive, n.o.s","Chlorosilanes, toxic, corrosive, n.o.s",FALSE,TRUE,TRUE,NA
UN2988,NA,4.3,"Chlorosilanes, water-reactive, flammable, corrosive, n.o.s","Chlorosilanes, water-reactive, flammable, corrosive, n.o.s",FALSE,TRUE,TRUE,NA
UN2238,NA,3,Chlorotoluenes,Chlorotoluenes,FALSE,TRUE,TRUE,NA
UN2239,NA,6.1,"Chlorotoluidines, solid","Chlorotoluidines, solid",FALSE,TRUE,TRUE,NA
UN2599,NA,2.2,Chlorotrifluoromethane and trifluoromethane azeotropic mixture or Refrigerant gas R 503 with approximately 60 percent chlorotrifluoromethane,Chlorotrifluoromethane and trifluoromethane azeotropic mixture or Refrigerant gas R 503 with approximately 60 percent chlorotrifluoromethane,FALSE,TRUE,TRUE,NA
UN1756,NA,8,"Chromic fluoride, solid","Chromic fluoride, solid",FALSE,TRUE,TRUE,NA
UN2720,NA,5.1,Chromium nitrate,Chromium nitrate,FALSE,TRUE,TRUE,NA
UN3550,NA,6.1,"Cobalt dihydroxide powder, containing not less than 10% respirable particles",NA,FALSE,TRUE,FALSE,NA
UN1318,NA,4.1,"Cobalt resinate, precipitated","Cobalt resinate, precipitated",FALSE,TRUE,TRUE,NA
UN0384,NA,1.4S,"Components, explosive train, n.o.s","Components, explosive train, n.o.s.",FALSE,TRUE,TRUE,NA
UN0382,NA,1.2B,"Components, explosive train, n.o.s.","Components, explosive train, n.o.s.",FALSE,TRUE,TRUE,NA
UN0383,NA,1.4B,"Components, explosive train, n.o.s.","Components, explosive train, n.o.s.",FALSE,TRUE,TRUE,NA
UN0461,NA,1.1B,"Components, explosive train, n.o.s.","Components, explosive train, n.o.s.",FALSE,TRUE,TRUE,NA
UN1956,NA,2.2,"Compressed gas, n.o.s","Compressed gas, n.o.s",FALSE,TRUE,TRUE,NA
UN3156,NA,2.2,"Compressed gas, oxidizing, n.o.s.","Compressed gas, oxidizing, n.o.s.",FALSE,TRUE,TRUE,NA
UN3304,NA,2.3,"Compressed gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone A #OR# Compressed gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone B #OR# Compressed gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone C #OR# Compressed gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone D","Compressed gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone A #OR# Compressed gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone B #OR# Compressed gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone C #OR# Compressed gas, toxic, corrosive, n.o.s. Inhalation Hazard Zone D",FALSE,TRUE,TRUE,NA
UN3306,NA,2.3,"Compressed gas, toxic, oxdizing, corrosive, n.o.s. Inhalation Hazard Zone A #OR# Compressed gas, toxic, oxidizing, corrosive, n.o.s. Inhalation Hazard Zone B #OR# Compressed gas, toxic, oxidizing, corrosive, n.o.s. Inhalation Hazard Zone C #OR# Compressed gas, toxic, oxidizing, corrosive, n.o.s. Inhalation Hazard Zone D","Compressed gas, toxic, oxdizing, corrosive, n.o.s. Inhalation Hazard Zone A #OR# Compressed gas, toxic, oxidizing, corrosive, n.o.s. Inhalation Hazard Zone B #OR# Compressed gas, toxic, oxidizing, corrosive, n.o.s. Inhalation Hazard Zone C #OR# Compressed gas, toxic, oxidizing, corrosive, n.o.s. Inhalation Hazard Zone D",FALSE,TRUE,TRUE,NA
UN3303,NA,2.3,"Compressed gas, toxic, oxidizing, n.o.s. Inhalation Hazard Zone A #OR# Compressed gas, toxic, oxidizing, n.o.s. Inhalation Hazard Zone B #OR# Compressed gas, toxic, oxidizing, n.o.s. Inhalation Hazard Zone C #OR# Compressed gas, toxic, oxidizing, n.o.s. Inhalation Hazard Zone D","Compressed gas, toxic, oxidizing, n.o.s. Inhalation Hazard Zone A #OR# Compressed gas, toxic, oxidizing, n.o.s. Inhalation Hazard Zone B #OR# Compressed gas, toxic, oxidizing, n.o.s. Inhalation Hazard Zone C #OR# Compressed gas, toxic, oxidizing, n.o.s. Inhalation Hazard Zone D",FALSE,TRUE,TRUE,NA
ID8000,NA,9,Consumer commodity,NA,FALSE,TRUE,FALSE,NA
UN0248,NA,1.2L,"Contrivances, water-activated, with burster, expelling charge or propelling charge","Contrivances, water-activated, with burster, expelling charge or propelling charge",FALSE,TRUE,TRUE,NA
UN1585,NA,6.1,Copper acetoarsenite,Copper acetoarsenite,FALSE,TRUE,TRUE,NA
UN1586,NA,6.1,Copper arsenite,Copper arsenite,FALSE,TRUE,TRUE,NA
UN2776,NA,3,"Copper based pesticides, liquid, flammable, toxic, flash point less than 23 degrees C","Copper based pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",FALSE,TRUE,TRUE,NA
UN2775,NA,6.1,"Copper based pesticides, solid, toxic","Copper based pesticides, solid, toxic",FALSE,TRUE,TRUE,NA
UN2721,NA,5.1,Copper chlorate,Copper chlorate,FALSE,TRUE,TRUE,NA
UN2802,NA,8,Copper chloride,Copper chloride,FALSE,TRUE,TRUE,NA
UN0102,NA,1.2D,"Cord, detonating or Fuze, detonating metal clad",Cord detonating or Fuse detonating metal clad,FALSE,TRUE,TRUE,NA
UN0290,NA,1.1D,"Cord, detonating or Fuze, detonating metal clad","Cord, detonating or Fuse, detonating metal clad",FALSE,TRUE,TRUE,NA
UN0289,NA,1.4D,"Cord, detonating, flexible","Cord, detonating, flexible",FALSE,TRUE,TRUE,NA
UN0104,NA,1.4D,"Cord, detonating, mild effect or Fuse, detonating, mild effect metal clad","Cord, detonating, mild effect or Fuse, detonating, mild effect metal clad",FALSE,TRUE,TRUE,NA
UN3301,NA,8,"Corrosive liquid, self-heating, n.o.s","Corrosive liquid, self-heating, n.o.s",FALSE,TRUE,TRUE,NA
UN3093,NA,8,"Corrosive liquids, oxidizing, n.o.s.","Corrosive liquids, oxidizing, n.o.s",FALSE,TRUE,TRUE,NA
UN1759,NA,8,"Corrosive solids, n.o.s.","Corrosive solids, n.o.s. #OR# Ferrous chloride, solid",FALSE,TRUE,TRUE,NA
UN3096,NA,8,"Corrosive solids, water-reactive, n.o.s","Corrosive solids, water-reactive, n.o.s",FALSE,TRUE,TRUE,NA
UN3024,NA,3,"Coumarin derivative pesticides, liquid, flammable, toxic, flash point less than 23 degrees C","Coumarin derivative pesticides, liquid, flammable, toxic, flash point less than 23 degrees C",FALSE,TRUE,TRUE,NA
